date,amount,category,description,clean_description,is_fraud
2021-07-11 20:35:05,96.54,Entertainment,Attack there green more assume out teach.,Those research cost.,0
2023-12-29 04:22:45,90.81,Shopping,Around seem general blue.,View president foot.,0
2024-05-29 13:09:46,37.71,Entertainment,Beautiful task box bad history.,Society particular.,0
2020-06-18 10:09:14,84.95,Entertainment,Need kind break floor report body follow.,Seem friend.,0
2023-07-16 00:39:47,92.01,Food,Hand expert process involve.,Else inside clear.,0
2024-11-07 08:22:05,2.63,Entertainment,Once situation all wrong modern election food.,Film expect with.,0
2025-01-07 15:45:50,48.3,Shopping,Notice consumer evidence able hear wide bag she.,Evidence party make.,0
2023-02-16 23:59:42,87.29,Transport,Trade could purpose specific.,Social himself.,0
2020-10-03 02:14:29,19.05,Entertainment,Charge movie up sound order. Go assume old bank.,One yet happen join.,0
2024-05-28 06:12:19,64.6,Entertainment,Such improve beat majority degree begin.,Keep maybe brother.,0
2020-03-10 12:45:31,25.23,Shopping,Vote including speak stock Congress age court.,Loss sense most.,0
2025-04-07 05:38:02,66.37,Shopping,There conference surface who age campaign.,Purpose decide.,0
2021-09-16 00:38:42,36.93,Transport,Behind total strategy answer describe authority.,A language modern.,0
2022-10-18 21:40:18,18.03,Bills,Recently lawyer church left value reach huge.,Have sign race.,0
2024-04-13 08:35:58,44.24,Entertainment,Indeed test image decade analysis safe.,Property someone.,0
2020-01-25 12:13:08,4.06,Transport,It explain water investment late determine.,Else big he.,0
2023-08-28 01:23:01,26.14,Transport,Project his prepare court.,Word appear most.,0
2022-08-11 17:50:01,71.99,Food,Example citizen painting add treatment someone.,Sound eye anyone.,0
2022-04-11 13:06:30,57.09,Bills,Manage experience attorney much.,According seat.,0
2020-08-01 16:32:04,21.1,Entertainment,Myself force yard. Develop from cause.,Central share wind.,0
2022-06-26 11:34:23,64.46,Food,Field color ask bit dinner method husband.,Company letter.,0
2022-10-17 14:12:40,60.45,Entertainment,Design short yourself ten.,Social what try.,0
2023-01-26 23:06:07,5.2,Entertainment,Republican machine he although.,Seat work camera.,0
2025-03-27 22:36:42,98.5,Entertainment,Main education go lay level marriage bill.,Sing growth myself.,0
2022-10-11 15:30:28,22.48,Bills,State trouble out perhaps its produce art.,Analysis exist.,0
2023-11-15 22:36:36,52.41,Shopping,According trip whether.,Smile card image.,0
2021-02-09 12:00:08,98.99,Transport,Expert protect always term return police civil.,Democratic song.,0
2021-02-21 08:30:15,38.76,Transport,Current yeah level mind lose. Pick past back.,Need pressure leave.,0
2025-04-03 07:02:14,41.18,Entertainment,Produce hundred she. Bad and result carry.,Civil occur peace.,1
2021-05-21 10:19:41,9.29,Entertainment,Very firm natural foot.,Onto want often.,0
2022-09-05 01:11:16,68.9,Bills,Note left official require million oil.,Picture your weight.,0
2022-02-17 01:47:13,18.45,Transport,Air do can conference.,College popular as.,0
2021-12-27 21:34:57,85.09,Bills,Scene religious guy health at material front.,Family reality.,0
2020-07-22 16:58:59,37.89,Entertainment,Start but from themselves visit attack.,Dinner high name.,0
2023-07-09 21:57:38,81.64,Entertainment,Answer but approach.,Newspaper.,0
2020-11-10 00:09:08,60.35,Food,Ahead west rest more miss.,Agency discuss.,0
2024-04-26 23:07:25,95.46,Transport,Total social positive dinner person.,Home onto report.,0
2023-02-24 23:31:44,39.66,Shopping,Environment your college business.,Let describe.,0
2022-09-26 05:32:39,47.84,Transport,Blood Democrat hotel check.,Final also field.,0
2023-03-16 12:57:01,17.49,Food,All sport board final us practice.,Soldier job maybe.,0
2022-03-08 17:27:14,19.71,Shopping,Unit rise range walk pull teacher.,Example behind air.,0
2024-04-03 06:50:54,13.25,Food,Herself soldier south security whose blue nature.,Bag early check.,0
2021-09-19 13:24:19,15.98,Food,Student evidence clearly all dinner.,Whom old positive.,0
2022-04-15 11:46:17,75.34,Entertainment,Story item business wide strong.,Child cost whom.,1
2020-09-01 23:12:21,64.25,Transport,Individual how daughter him set.,Training end.,0
2025-01-30 17:30:51,26.18,Bills,Pretty read significant various and before.,Police second.,0
2020-04-10 14:52:02,55.56,Shopping,Section resource accept experience race build.,Receive walk key.,0
2021-04-25 15:49:19,97.96,Shopping,Stock always include goal resource accept set.,Serious low.,0
2020-01-17 09:33:09,82.23,Food,Red measure group company woman enter hot.,Fish meeting effort.,0
2023-04-28 13:18:58,58.25,Food,Them give hundred message race field everybody.,Enjoy can once talk.,0
2023-11-30 21:13:07,48.83,Food,Course concern whole stop major.,Court this instead.,1
2021-04-27 14:36:04,99.37,Entertainment,Open memory national woman.,Speak too.,0
2025-01-22 21:20:10,54.4,Shopping,Attorney produce serious consumer.,Spring art health.,0
2021-08-18 22:22:53,58.17,Shopping,Buy as when difference share why.,Article future.,0
2022-03-25 13:04:21,89.35,Transport,Anything administration wrong person what.,Commercial public.,0
2023-11-20 01:40:08,61.07,Entertainment,Sister kid ever window.,Court receive free.,0
2023-04-17 05:33:47,45.13,Entertainment,For theory onto amount clear.,Own improve leg.,0
2023-12-19 11:15:47,38.21,Transport,Protect special study final.,Ever somebody less.,0
2023-11-30 02:02:04,57.72,Bills,Pressure night here value cultural he.,Worker poor short.,0
2023-07-10 08:08:51,76.47,Shopping,Employee end partner news sense help.,Face wait work.,0
2023-05-12 19:57:04,31.59,Transport,Only plan dream government.,Number speech use.,0
2025-04-01 15:58:44,69.97,Transport,Over official daughter effect Mrs.,Number that include.,0
2022-10-05 03:43:37,86.1,Shopping,Service amount dog heavy smile.,Especially major.,0
2024-08-13 15:07:02,15.55,Entertainment,Task middle necessary heavy stay.,Address family.,0
2020-10-21 23:50:54,46.66,Bills,Gun eight see little learn break article mouth.,Difference know.,0
2024-09-13 19:48:09,73.95,Entertainment,Popular protect surface.,Lose follow game.,0
2022-12-17 13:52:43,53.19,Entertainment,Up leave there training. Entire buy reality room.,Read early board.,0
2020-11-02 04:51:28,84.53,Bills,Mean rise drug think speak condition.,Leg their decide.,0
2024-05-20 06:09:25,67.35,Food,Activity gun not avoid.,Recognize turn.,0
2021-12-26 11:48:52,3.73,Food,Arrive artist family example front list hard.,Dinner you mind.,0
2023-02-06 08:48:49,45.22,Shopping,Matter soon suffer oil.,Food source part ok.,0
2021-07-30 15:03:08,70.87,Transport,Teach memory special window discussion within.,Part within allow.,0
2022-06-22 12:29:37,36.95,Food,Generation art another worry.,Card manage figure.,0
2024-11-08 07:01:17,16.65,Bills,Grow high base reason author leader.,Behind tell rather.,0
2023-08-16 13:55:57,71.91,Bills,Accept through letter through order benefit.,Why your around.,0
2020-08-17 02:05:01,54.41,Entertainment,Late past back kitchen simply.,Body chair with.,0
2022-09-19 10:13:12,72.42,Food,Budget style weight certainly voice seven fear.,Wide road beyond.,1
2020-05-15 22:35:02,37.63,Food,Expect describe cultural keep difference.,Plan old produce.,0
2022-11-17 22:52:00,59.85,Shopping,Add culture girl along town.,Factor quickly.,0
2025-03-05 15:43:19,14.86,Food,Forget then quality by.,Hard accept present.,0
2022-03-24 09:15:19,92.52,Bills,Specific few behavior thank party.,Cut other me sell.,0
2021-07-21 10:44:05,16.12,Food,Lead page international national issue.,Option dark turn.,0
2024-04-20 21:02:33,38.3,Transport,Radio pay since. Part hold positive face.,Soon phone course.,0
2022-12-26 05:06:00,20.75,Transport,Today very thought miss. Policy hope whom long.,Study property art.,0
2024-11-30 07:43:54,7.13,Entertainment,Animal item cut which single.,Today down why fish.,0
2020-06-11 08:09:34,82.55,Bills,Business another long writer necessary lose when.,International PM.,0
2021-02-26 07:57:14,46.71,Food,Age foot ok south water answer.,At heavy fear full.,0
2020-04-06 15:24:57,10.17,Transport,Reveal fall boy leader performance.,Avoid capital.,0
2021-05-17 18:17:36,60.03,Entertainment,Skin often court no once responsibility response.,Range eat such feel.,0
2021-06-07 12:12:05,50.77,Entertainment,Technology care high change.,They hit task.,0
2022-04-30 22:20:15,17.3,Shopping,Money and window Democrat on have clear dark.,Response really.,0
2021-01-19 14:06:04,96.18,Transport,Level leg free read hundred him.,Prevent your quite.,0
2020-10-26 07:35:53,88.38,Bills,Rest simple fact. Reach good spring year yes.,Cover pick month.,0
2020-08-12 05:28:51,80.72,Food,Start physical spring visit development.,Wait list speech.,0
2023-10-24 13:13:47,53.61,Shopping,Recognize point course industry still.,Many sort play just.,0
2020-06-30 22:47:23,20.94,Entertainment,Day early tonight office player purpose give.,Own produce such.,0
2023-09-25 07:57:50,44.27,Food,These rock story stuff imagine conference stand.,State building law.,0
2020-05-22 01:05:41,4.39,Bills,Need treat article floor surface.,So task take loss.,0
2020-03-17 01:59:45,13.33,Food,Scientist morning animal better off TV system.,Fill much.,0
2023-05-21 23:16:07,82.75,Entertainment,Rate film create key realize.,Writer day bank.,0
2020-11-01 04:09:44,47.62,Transport,Drop approach pick even. Research reveal ability.,Father must charge.,0
2024-05-14 01:39:36,46.06,Entertainment,Research bar central four.,Her return young.,0
2022-07-25 20:41:34,53.59,Food,Indicate it service reflect public exist great.,Quickly suffer work.,0
2022-10-05 08:37:56,46.49,Food,Son majority role center.,None leave cost.,0
2024-07-04 14:53:34,40.1,Bills,Another success itself.,Region sing.,0
2020-10-18 07:46:04,12.35,Food,Today class action. Follow less let receive guy.,Set chance happen.,0
2023-02-22 05:03:30,53.35,Food,Beyond too claim remain.,Really knowledge.,0
2022-04-28 22:31:27,5.74,Transport,Drive education oil trouble.,Public plant none.,0
2024-10-07 05:59:18,28.26,Transport,Pass poor tree finally sign especially.,Theory hundred.,0
2023-01-03 12:47:27,54.14,Shopping,Create social apply exist.,Concern have anyone.,0
2024-08-30 00:50:29,41.81,Transport,Prepare center free push.,Color growth plant.,0
2021-01-29 08:40:59,62.92,Bills,Responsibility what truth Democrat travel.,Time mean.,0
2021-04-13 21:56:45,76.41,Transport,Time team idea education race determine.,Area build woman.,0
2021-05-21 22:35:26,66.78,Shopping,Sense especially mean red.,Name stage some at.,0
2024-05-09 11:07:25,37.17,Shopping,Ten have idea anything yeah herself cut.,Computer near.,0
2020-01-13 00:22:23,1.71,Transport,Pay training kind type voice.,Couple Mrs though.,0
2024-03-11 12:17:55,93.32,Entertainment,Create design include security crime.,Child by third.,0
2022-12-28 07:38:24,13.01,Entertainment,Democratic eat individual item ten.,Involve development.,1
2024-05-20 07:36:33,54.23,Bills,Executive talk senior.,Whom here really.,0
2021-02-16 19:27:45,66.24,Bills,Door town with without line admit provide.,Yet improve push.,0
2023-05-03 09:46:55,7.72,Transport,Bill these second take.,Deal ago science.,0
2021-06-13 23:40:04,62.06,Entertainment,Name serve account sell boy idea.,War seat event than.,0
2020-09-25 15:49:42,80.26,Transport,Five forward maintain of.,Often water well.,0
2020-02-02 02:09:41,92.0,Transport,Dark organization commercial dinner.,Ability none enter.,0
2020-09-17 17:08:29,2.65,Entertainment,Task campaign or church leg effect right eye.,Edge establish sign.,0
2023-09-09 17:14:56,5.51,Food,Production game marriage. Stand trouble analysis.,Out amount admit.,1
2023-05-23 11:17:43,11.41,Bills,Citizen subject speech act into.,Very man ball start.,0
2025-02-27 17:01:16,53.24,Food,Me prepare no.,Us sport us guess.,0
2022-12-24 15:34:09,94.15,Entertainment,Man indeed nation rest though game.,State social easy.,0
2022-08-28 01:45:37,39.78,Bills,Can land speech enjoy care dinner.,Call option general.,0
2021-07-12 07:54:42,72.28,Food,Hair across game born some near machine.,Real newspaper.,0
2022-08-03 06:18:35,33.79,Entertainment,Type collection body modern treat.,Marriage catch.,0
2020-10-16 03:15:51,69.9,Transport,Big particularly oil suffer science I bill.,Head fund agreement.,0
2023-07-05 22:27:42,29.54,Food,Think system free discussion answer out.,Receive threat.,0
2020-04-16 04:11:09,30.03,Shopping,Hope well allow article.,Through section.,0
2021-06-25 02:16:18,80.02,Transport,Parent body talk cup food card.,Church interview.,0
2023-06-22 08:53:14,75.04,Food,Machine rich clearly guess executive.,Responsibility my.,0
2021-07-07 14:59:35,56.9,Transport,Management piece small ability then hear.,Pay difference.,0
2022-01-24 19:29:07,40.19,Transport,Court feel herself improve world.,Who at protect ask.,0
2021-06-01 20:29:00,16.83,Food,Effort natural art camera.,Continue lawyer.,0
2022-01-27 12:26:47,20.66,Entertainment,Between common western station true per defense.,Response candidate.,0
2020-05-04 18:01:58,13.15,Bills,From off particularly.,Natural try sport.,0
2020-06-18 11:19:31,92.24,Entertainment,Compare continue speech for food democratic hold.,Amount change thing.,0
2022-03-01 19:06:52,54.26,Shopping,Argue main catch owner look recently source if.,Tough least year.,0
2021-11-24 04:00:42,72.77,Bills,Especially out painting half conference.,Them low tax tough.,0
2024-07-05 01:36:16,32.82,Entertainment,Middle pretty learn able you with.,Serious election.,0
2025-02-10 12:56:22,67.8,Transport,Also will window enough heart side.,Always southern.,0
2021-08-06 09:13:58,59.04,Entertainment,Job actually charge form technology get report.,Actually purpose ok.,0
2023-05-15 10:57:59,7.22,Shopping,Science close act.,As old mind film.,1
2023-10-30 20:22:31,73.7,Bills,Prove rich important return foot after.,Far quickly bad.,0
2025-01-16 14:03:56,66.89,Bills,Necessary season upon there on.,With event.,0
2020-02-24 15:10:58,68.45,Bills,Phone book moment away. Cold fund woman care.,Live begin long.,0
2024-08-20 19:03:58,10.85,Shopping,Western deal it choice technology.,Thus forward beyond.,0
2021-07-30 19:30:06,63.75,Bills,Party choice side.,Call environmental.,0
2021-08-12 16:11:43,71.99,Bills,Hope smile Mrs air lay I allow.,Model seven over.,0
2020-10-31 01:13:49,81.84,Transport,Behind up play break. Or world choose.,Once lose why.,0
2022-04-11 19:04:13,87.33,Food,Chair realize response loss enough.,Especially road.,0
2024-10-11 05:28:37,90.92,Bills,Probably difficult data draw watch.,Successful watch.,0
2020-11-14 06:07:53,24.99,Bills,Audience anything else science PM.,And middle campaign.,0
2021-08-21 23:48:27,93.75,Transport,Assume find fight. Face doctor how.,Major sell real kid.,0
2020-06-17 13:47:41,43.5,Food,Wind others institution enough.,Will boy practice.,0
2021-05-22 11:10:52,27.02,Entertainment,Exactly else while carry describe should.,Own let be hand.,1
2022-04-15 06:30:08,37.72,Transport,Morning but mission home.,Maybe part take.,0
2024-02-22 21:56:02,7.92,Bills,Political sell run student professional culture.,Save agreement no.,0
2022-01-12 02:55:31,40.01,Entertainment,Pull deal spend nearly.,Sell responsibility.,0
2023-05-19 05:06:51,97.48,Shopping,Site look write exactly prevent.,College focus prove.,0
2020-04-16 01:12:28,41.15,Shopping,Know change least third have good.,Perhaps control add.,0
2023-11-08 15:35:05,85.99,Food,Have involve as blue example sit wish.,Fly off discuss.,0
2025-01-31 04:09:48,34.21,Transport,Thus smile brother.,Through society.,0
2022-12-03 22:27:15,3.72,Food,Little nation television. Town certain baby fish.,Reflect pick ground.,0
2023-12-15 05:58:18,19.92,Food,Thus car relationship born protect either.,Already space.,0
2024-12-11 07:15:57,56.29,Bills,Stage job treat product professional Congress.,Even seem mean.,0
2025-02-14 17:53:28,98.94,Transport,Although international most walk.,Drop author table.,0
2020-02-03 10:45:56,38.15,Bills,Eight power last garden run fear federal class.,Mind when possible.,0
2020-02-21 18:32:21,48.37,Bills,Artist a total after.,Throw response.,0
2021-11-04 15:13:05,29.45,Shopping,Heart another culture little care.,Feel decision.,0
2025-03-22 06:23:58,95.26,Food,Country realize health process smile.,Improve central.,0
2021-10-18 13:07:10,0.72,Entertainment,Word tax part week.,Condition control.,0
2022-09-23 16:49:53,23.0,Food,Capital song enter both Congress beautiful our.,Town note cell rock.,0
2023-08-11 11:08:35,41.62,Food,Protect today from miss memory work.,Career institution.,0
2024-08-01 22:14:18,94.54,Food,Much cut ten such. Hear five board and.,Land necessary.,0
2022-02-26 06:53:22,69.5,Food,Establish site make should owner federal surface.,Story east figure.,0
2020-10-02 22:44:50,56.64,Entertainment,Economy local rule term offer.,Couple everyone.,0
2020-08-14 14:04:51,55.6,Shopping,Soldier modern fly audience sister.,May anyone force.,0
2023-05-11 06:35:00,55.61,Transport,Art while mention ago.,Top movie audience.,0
2023-04-05 12:24:04,64.54,Food,Democratic industry benefit social later.,Purpose another.,0
2020-02-25 15:44:42,11.87,Transport,By few buy.,Rise want face good.,0
2022-11-07 06:06:30,9.51,Transport,Wrong way take whatever film. Put court economy.,Perhaps respond.,0
2021-09-15 11:31:59,12.12,Shopping,While let couple computer focus.,Especially.,0
2022-09-10 01:57:26,67.44,Food,Him rock interest relate blue stuff thing.,Write any center.,0
2023-05-09 08:15:01,83.39,Entertainment,Somebody room new. Over with after.,Probably hotel.,0
2023-08-29 08:03:32,41.63,Food,Hope page develop.,To focus report.,0
2022-01-30 22:58:33,91.39,Shopping,Know you which smile hard.,Yard media.,0
2022-03-08 07:57:18,30.39,Shopping,Machine necessary pressure ability.,Fish child such ask.,1
2020-11-09 20:45:53,72.27,Entertainment,Save report either all way.,Maybe end help.,0
2020-11-23 04:44:57,56.76,Shopping,In make create big expect debate.,Later same show.,0
2025-04-04 07:01:35,32.83,Bills,Set three government.,Law kind style.,0
2020-02-22 00:02:55,59.28,Food,Single mean space partner program.,Take whose identify.,0
2021-09-11 04:23:21,38.56,Transport,Only talk suffer son concern.,Smile member.,0
2020-08-03 09:17:03,99.17,Shopping,Network coach charge wonder.,Walk enough send.,0
2020-11-18 23:52:29,97.8,Bills,Clearly training when past billion point.,Teach five term.,0
2022-07-19 09:05:25,5.47,Bills,Interview economy wear health method.,Produce write place.,0
2024-02-02 19:12:43,38.4,Shopping,Everything month include music smile wind bad.,Seek challenge and.,0
2022-01-29 07:32:43,56.14,Shopping,Positive item still than local down already.,Work perhaps.,0
2023-01-03 10:18:41,9.26,Entertainment,Item surface spring son guy paper.,Bar water of most.,0
2022-06-11 20:26:45,92.89,Entertainment,Eat threat consumer hope.,She anything still.,0
2024-12-07 19:42:30,41.74,Shopping,Today practice do threat. Bill step southern.,State avoid camera.,0
2020-09-01 08:37:19,40.64,Bills,Us worry skill network.,Technology compare.,0
2021-06-29 03:58:45,49.95,Bills,Use here write.,Center situation.,0
2024-08-12 00:12:51,97.19,Entertainment,Degree choice none also.,Authority star.,0
2021-07-26 03:46:55,39.7,Food,Democratic art all field.,Including last down.,0
2024-05-26 01:27:05,16.76,Shopping,Suggest own sister thank.,Young sound ago.,0
2023-10-18 21:22:27,60.97,Entertainment,Writer hour according under else score.,Education ready.,0
2024-02-05 08:05:31,82.06,Shopping,Site join everybody maybe statement cell.,Already five expect.,0
2020-04-30 17:33:59,3.52,Transport,Skin tax imagine marriage.,Ok send attention.,0
2023-01-05 20:03:07,0.66,Transport,Already perhaps we reduce world media anyone.,Phone woman these.,1
2023-12-03 12:48:44,56.27,Bills,Break key up education season.,Far party board.,0
2024-04-16 16:46:09,90.32,Transport,Gun chance bring.,Whom would enjoy.,0
2020-12-10 11:09:13,43.85,Entertainment,One office since risk near attorney word.,Hospital exist.,0
2023-01-29 05:25:00,96.4,Transport,Majority use go state around.,Hundred would.,0
2021-12-21 05:24:35,96.41,Transport,Very such north single professor.,Far decide factor.,0
2020-02-02 23:38:16,36.09,Transport,Glass face meet approach front.,Financial although.,1
2024-08-27 14:21:47,15.15,Transport,Gas talk sing meeting crime left result.,Name TV me than.,1
2023-10-26 02:42:19,64.91,Shopping,Group often laugh play floor each western.,Score and wide.,0
2023-09-15 13:09:37,57.51,Shopping,Support money new hair.,Draw phone away.,0
2020-02-28 08:05:47,23.75,Bills,Must here marriage those bank true peace along.,Pressure lay lose.,0
2024-03-26 01:43:28,26.36,Shopping,List future plant indicate program traditional.,Industry look arm.,0
2020-07-28 17:18:38,83.24,Bills,All people baby.,Result time blue.,0
2025-03-07 09:46:12,91.8,Transport,However home then remember.,Catch specific.,0
2024-04-04 16:47:52,10.44,Shopping,West break itself test.,Need could century.,0
2024-04-26 02:37:57,60.09,Food,Suffer couple be as according.,I yeah sure agency.,0
2023-03-30 17:23:14,89.52,Food,Talk big white.,Individual clearly.,0
2021-05-17 18:16:24,64.25,Food,Single art husband.,View identify.,0
2022-05-20 05:50:06,24.56,Food,Reduce walk season professional.,Thought cost easy.,1
2023-08-05 05:14:50,55.58,Transport,Despite sort season play hospital ball.,Hour answer.,0
2025-02-14 20:23:40,96.02,Transport,Different room read debate.,Again result nice.,0
2022-05-27 01:27:31,11.84,Bills,Including professional be cold class up.,Lot tell goal.,0
2023-08-10 02:10:25,98.97,Entertainment,Resource visit identify bag another agency day.,People chair.,0
2021-10-14 08:40:43,30.24,Food,Later guy old force. Three beat past left.,Very something.,0
2022-01-15 05:45:44,75.78,Bills,Carry chance example section. Speak mean such.,Receive model.,0
2020-09-16 16:14:26,80.35,Bills,Price technology special general.,See laugh suddenly.,0
2021-01-06 22:37:11,7.48,Entertainment,Ever agreement late sing admit camera notice.,Nothing able among.,0
2024-02-25 13:12:46,96.31,Food,Thing sense listen half boy no state.,Data sure brother.,0
2024-07-05 12:28:50,50.49,Entertainment,Within study rich foreign painting.,Compare site.,0
2020-08-16 09:51:28,57.8,Entertainment,Picture miss somebody court.,Couple poor option.,0
2024-09-11 23:52:30,10.8,Shopping,Agency long start rather over his.,Use street toward.,0
2024-06-22 08:41:17,93.18,Food,Cause range radio long new.,Defense yes discuss.,0
2023-05-25 17:58:35,57.21,Bills,Support realize cause song walk lay.,Second price or.,0
2023-04-25 05:05:32,92.46,Food,Use behavior hair tree gun tax.,Fly race them.,0
2024-11-06 20:24:05,83.79,Shopping,Religious western although strong high.,Bag hard our.,0
2022-08-16 23:37:50,20.57,Entertainment,Yes focus resource effect red.,Discussion friend.,0
2023-11-14 16:20:55,50.31,Bills,Down forward lot assume.,Trade fill language.,0
2024-07-30 10:23:02,81.34,Bills,Fall culture ask owner day worker on already.,Specific street may.,0
2025-01-03 09:00:55,21.82,Shopping,Southern newspaper song father season.,Modern it sister.,1
2025-02-25 14:18:34,17.68,Bills,Charge well make case data.,Give quickly his.,0
2021-02-03 10:00:40,12.33,Food,History not hand policy true.,Simple movement.,0
2020-04-26 03:42:21,82.46,Shopping,Grow each fish maybe church thousand institution.,Yourself ball ask.,0
2020-01-05 18:39:22,13.24,Entertainment,Decision organization pressure court.,Clearly season.,0
2024-08-28 19:12:59,10.67,Shopping,Process experience score discuss determine.,Rather fire.,0
2024-11-09 21:11:34,23.0,Bills,Dark shoulder sport until person effect.,Machine surface.,0
2022-05-04 16:26:50,79.29,Entertainment,Majority reach your impact beautiful.,Short expert family.,0
2024-04-05 19:23:22,59.09,Transport,Good rise blood present property others home.,The rest too kid.,0
2020-08-13 06:16:39,76.65,Shopping,All fast process pass decision him unit party.,Office city color.,0
2021-08-03 00:19:39,61.94,Shopping,Now by source son.,Deep who nor left.,0
2022-06-26 05:21:39,13.72,Transport,Certain notice within in yourself.,Reduce close our.,0
2020-04-20 14:10:31,64.09,Shopping,Benefit issue half travel voice response.,Just across team.,0
2022-01-23 04:27:54,83.35,Transport,Human shake character several box.,Professional.,0
2022-06-26 22:49:54,41.29,Bills,Such start machine with high radio.,Side job mean.,0
2020-08-29 16:40:40,99.49,Transport,However price company edge strategy Democrat.,Family friend this.,0
2023-12-15 18:14:52,11.12,Entertainment,Health pay government face.,Three daughter your.,0
2020-09-21 22:17:20,50.62,Bills,Very leader figure technology.,Class consider.,0
2020-11-14 09:50:33,44.69,Entertainment,House within big kitchen manager study.,People run western.,0
2024-10-29 07:01:17,44.61,Food,Sing discuss since.,Movie significant.,0
2023-12-10 00:32:40,78.91,Transport,Who add account party civil leg.,Blue take human.,0
2020-08-25 05:09:01,75.89,Bills,Better subject future push cup example firm.,Difference finally.,0
2020-04-09 20:21:46,4.69,Shopping,President yes rock travel bag that often.,Land model start.,0
2023-10-12 18:51:11,69.96,Shopping,Language question in last then that.,Score skin at spend.,0
2022-05-15 10:11:31,97.08,Bills,Message despite project wear spring even.,Sister later yard.,0
2021-12-28 01:58:43,87.42,Food,As leave hundred forget financial answer.,Whatever always.,0
2023-11-04 03:53:38,82.51,Food,Choose ready let.,Appear listen shake.,0
2021-02-24 19:06:04,98.45,Bills,These cut remember onto sign.,Want partner lose.,0
2020-07-13 10:51:33,23.36,Food,Build should mind you work bad.,Identify.,0
2024-09-11 19:56:09,32.27,Entertainment,Lay couple in member finish own.,Difficult figure.,0
2025-01-10 21:25:13,56.01,Bills,Story no church term.,Example necessary.,0
2020-12-07 20:35:31,31.81,Entertainment,Single between safe. And society degree yourself.,Such stay training.,0
2024-07-10 21:28:03,28.85,Bills,Audience agent score can newspaper person.,Partner against.,0
2023-09-28 02:30:54,9.03,Transport,Language fear movement miss dinner development.,Never mission.,0
2025-02-03 21:01:27,25.65,Bills,Give drive blood seem small let north.,Continue capital.,0
2022-04-14 06:51:55,17.37,Food,Try prepare answer community prevent.,Behavior quality.,0
2024-03-04 10:18:48,88.52,Food,Between me class community personal brother our.,North year himself.,0
2020-06-06 17:17:06,49.35,Food,Past camera common media people little strategy.,Draw light me.,0
2021-04-09 07:27:10,71.72,Shopping,May film life executive.,Child arm member.,0
2025-04-10 11:42:15,21.81,Transport,Finally pretty such there support rock enter.,Message stand.,0
2021-05-19 00:02:01,11.85,Entertainment,Morning toward resource control can money west.,Shoulder floor buy.,0
2025-01-12 06:28:06,74.01,Entertainment,Lead find event book language.,Figure cover firm.,0
2021-04-06 23:20:18,61.23,Food,Investment industry change third natural class.,Million under.,0
2025-03-06 07:08:55,95.47,Transport,Manage life simply. Middle bad among.,In key where its.,0
2021-12-02 12:10:46,88.28,Transport,Its actually treatment leave prevent.,Box cut street bad.,0
2024-05-08 02:17:38,36.51,Transport,Pressure agent staff near fine.,Professor support.,0
2020-02-02 19:32:00,84.03,Entertainment,Case high work amount development wait.,Concern believe.,0
2023-02-02 22:40:39,38.41,Food,Fly send enough officer begin out else summer.,Kitchen painting.,0
2024-08-11 09:33:13,81.48,Transport,Keep world skin institution.,More head rest key.,0
2020-05-29 01:35:50,99.18,Food,Listen son behind fact executive.,Produce teacher.,0
2021-09-12 19:34:00,11.1,Transport,Direction southern draw everyone feeling.,Various owner field.,1
2022-11-06 04:40:15,89.62,Bills,Value loss audience take. Common rise radio.,Very step fill.,0
2023-01-16 06:53:51,39.82,Food,Most five now book.,Billion performance.,0
2023-03-27 19:22:44,0.99,Food,Whom open no Republican.,Practice national.,0
2020-05-11 06:28:58,59.29,Shopping,Research time media though team someone partner.,Behind likely get.,0
2024-07-14 00:45:22,66.0,Entertainment,Treat speech figure teach need feeling respond.,Ok energy executive.,0
2024-02-08 22:24:41,48.24,Transport,Sea along oil throw itself story sometimes.,Nation than body.,0
2023-04-22 02:27:28,19.28,Shopping,Without think check personal time whom.,Success the.,0
2023-02-08 22:10:38,52.14,Food,Present keep resource space campaign must pick.,Commercial general.,0
2020-07-01 01:04:01,85.37,Transport,Argue hold eat on gun choose.,Direction say chair.,0
2025-03-30 22:10:18,70.39,Entertainment,Agent two should particular table seek.,Bed indeed record.,0
2023-03-11 09:43:54,77.5,Food,Even trouble assume large choose itself road.,Present be water.,0
2021-10-03 12:18:59,4.14,Entertainment,Author be left fear give physical.,Lead think ago step.,0
2021-05-11 11:35:36,35.5,Food,Majority consumer scientist.,Mean billion wish.,0
2020-08-10 13:24:58,71.23,Transport,Less real beat.,Consider law fish.,0
2022-10-21 04:56:20,59.36,Food,Room data bit main woman.,Serious prevent bit.,0
2022-09-02 14:48:32,33.77,Food,Magazine fly she.,Apply key research.,0
2022-04-23 22:45:04,70.64,Food,Common important support up this score deep.,Apply big important.,1
2025-04-01 21:40:39,45.47,Transport,Ten out discussion surface case laugh spring.,Customer spend.,0
2025-03-21 12:16:22,78.96,Shopping,Size education all.,Behind particular.,0
2022-09-01 09:33:23,36.94,Shopping,Nation up table decision trade.,Fly interest.,0
2024-02-23 02:05:49,1.13,Shopping,Media adult difference south station loss.,She during modern.,0
2020-12-03 15:03:12,98.65,Entertainment,Outside we market example attention official son.,Check approach bag.,0
